"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","sqft_living15","sqft_lot15","log_price","popular","good_condition","high_grade"
"10952",2014-08-28,1610000,5,4.5,6085,142725,3,0,0,3,11,6085,0,2000,0,"98014",4830,128457,14.2917447369606,0,1,1
"10953",2014-07-14,675000,2,1.75,2140,5000,1,0,0,3,7,1000,1140,1930,1991,"98112",2250,4000,13.4224679698547,0,1,1
"10954",2015-02-04,279900,2,1.75,1360,10000,1,0,0,3,6,1360,0,1957,1989,"98019",1430,10000,12.5421876755035,0,1,0
"10955",2014-06-30,875000,4,1.5,1800,3245,1.5,0,0,4,8,1800,0,1929,0,"98103",1800,4275,13.6819791653398,0,1,1
"10956",2014-08-04,571000,3,2.5,1920,3867,2,0,0,3,8,1920,0,2005,0,"98029",2190,3841,13.2551444886381,0,1,1
"10957",2014-06-17,320000,3,1,860,5060,1.5,0,0,3,7,860,0,1927,0,"98133",880,5060,12.6760762747759,0,1,1
"10958",2014-08-26,525000,3,2.5,2340,35021,1,0,0,3,9,2340,0,1986,0,"98038",2630,35190,13.1711535415738,0,1,1
"10959",2014-07-11,1650000,8,2.75,4040,20666,1,0,0,4,9,2020,2020,1962,0,"98004",3670,20500,14.3162858458768,0,1,1
"10960",2015-04-01,137900,3,1.75,1160,5082,1,0,0,3,6,580,580,1942,0,"98178",1730,6000,11.8342840637814,0,1,0
"10961",2014-06-03,440000,3,2.25,1680,57063,2,0,0,4,8,1680,0,1989,0,"98045",1910,57063,12.9945300058944,0,1,1
"10962",2015-03-04,360000,3,1,1280,3870,1,0,0,3,7,640,640,1945,0,"98122",1280,4800,12.7938593104323,0,1,1
"10963",2015-02-05,271000,4,1.5,1800,9576,1,0,0,4,7,1800,0,1977,0,"98045",1370,9576,12.5098740998618,0,1,1
"10964",2014-05-28,465000,6,3.25,4250,23326,1,0,3,3,10,2150,2100,1967,0,"98003",3370,15983,13.0497926845695,1,1,1
"10965",2014-09-26,280000,4,2.5,2400,4596,2,0,0,3,8,2400,0,2004,0,"98001",2230,4763,12.5425448821514,0,1,1
"10966",2015-04-28,283000,2,1,940,6350,1,0,0,4,5,940,0,1942,0,"98103",1490,6350,12.5532021766254,0,1,0
"10967",2015-02-13,411500,3,1,1110,7208,1,0,0,3,7,1110,0,1980,0,"98052",1440,7210,12.9275642990993,0,1,1
"10968",2014-09-17,282000,3,2.25,2420,7548,1,0,0,4,8,1370,1050,1967,0,"98023",2150,8000,12.5496623499203,0,1,1
"10969",2014-12-09,535000,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,2005,0,"98199",1770,1539,13.1900220258781,0,1,1
"10970",2014-07-03,554729,4,2.5,2020,4350,2,0,0,5,9,1730,290,1943,0,"98199",1620,5800,13.2262349851887,0,1,1
"10971",2015-02-24,868000,4,2.5,2020,4350,2,0,0,5,9,1730,290,1943,0,"98199",1620,5800,13.6739469936425,0,1,1
"10972",2014-06-16,427000,3,2.5,1830,65340,1,0,0,3,8,1520,310,1991,0,"98045",2100,84942,12.9645392922108,0,1,1
"10973",2014-11-17,455000,4,1.75,1920,6000,1,0,0,4,7,960,960,1954,0,"98125",1850,7200,13.0280526979331,0,1,1
"10974",2014-10-29,595000,2,1.75,1280,8500,1,0,0,3,7,1280,0,1953,2010,"98033",1950,10356,13.2963166845278,0,1,1
"10975",2015-03-20,4e+05,4,2.5,3130,5240,2,0,0,3,8,3130,0,2004,0,"98038",2470,5240,12.8992198260901,0,1,1
"10976",2014-06-25,770000,4,2.5,3920,12415,2,0,0,3,10,3920,0,1997,0,"98075",3639,12805,13.5541457938299,0,1,1
"10977",2014-05-09,742500,4,2.75,3100,3773,2,0,0,3,8,2000,1100,1919,1996,"98122",2130,3777,13.517778149659,0,1,1
"10978",2014-06-24,1250000,4,2.5,3220,15600,1,0,0,5,9,1680,1540,1973,0,"98006",2990,15600,14.0386541092785,0,1,1
"10979",2014-08-12,375000,3,2,1670,13775,1,0,0,3,8,1670,0,1968,0,"98045",2130,14500,12.8346813049525,0,1,1
"10980",2015-04-07,1560000,4,2.5,2700,17853,2,0,0,4,9,2700,0,1960,0,"98004",3790,16672,14.2601963792257,0,1,1
"10981",2015-01-28,545000,4,2,5461,22880,1,0,0,4,9,3265,2196,1964,0,"98032",1940,10995,13.2085410736454,0,1,1
"10982",2014-05-13,1050000,4,3.25,4400,16625,2,0,0,3,11,4400,0,2003,0,"98075",4440,15523,13.8643007221337,0,1,1
"10983",2014-12-17,1570000,3,1.75,2190,8500,1,0,0,4,9,2190,0,1957,0,"98112",2850,8868,14.2665861773245,0,1,1
"10984",2015-03-18,178000,4,1.5,1200,11163,1.5,0,0,4,6,1200,0,1970,0,"98092",1200,11163,12.0895388292742,0,1,0
"10985",2014-10-09,262500,3,1.75,1470,10390,1,0,0,3,7,1470,0,1989,0,"98031",1770,7507,12.4780063610138,0,1,1
"10986",2015-04-15,730000,3,1.75,1650,5000,1.5,0,0,4,8,1650,0,1900,0,"98107",1630,5000,13.5007998131246,0,1,1
"10987",2014-07-03,395000,5,1.75,1840,10453,1,0,2,3,8,1360,480,1948,0,"98166",2250,11250,12.8866410438833,0,1,1
"10988",2014-10-24,355000,3,1,1210,6650,1,0,0,3,6,1210,0,1959,0,"98008",990,7590,12.7798730684576,0,1,0
"10989",2014-09-08,299990,3,2.5,1870,8541,2,0,0,3,8,1870,0,1989,0,"98023",2150,7789,12.6115044197494,0,1,1
"10990",2015-03-27,1130000,4,3.25,3890,422096,1.5,0,0,3,9,3150,740,2001,0,"98038",2180,229996,13.9377281906885,0,1,1
"10991",2014-11-18,425000,4,2.25,2660,11200,2,0,0,4,8,2660,0,1972,0,"98059",2090,11120,12.9598444479066,0,1,1
"10992",2015-01-07,349000,2,1,1150,7552,1,0,0,3,7,1150,0,1951,0,"98125",1150,7346,12.7628272011846,0,1,1
"10993",2014-11-11,554950,4,1.75,1740,4816,1,0,0,5,7,870,870,1942,0,"98116",1210,5074,13.2266332985801,0,1,1
"10994",2014-11-16,326000,6,3,2580,8064,1.5,0,0,3,7,1880,700,1913,0,"98118",1510,6084,12.6946526603488,0,1,1
"10995",2014-06-26,580000,4,1.75,1720,6975,1,0,0,3,8,1420,300,1975,0,"98052",2210,7875,13.2707833825226,0,1,1
"10996",2014-08-27,699000,3,2.5,2740,18455,2,0,1,4,10,1510,1230,1977,0,"98040",2840,16438,13.4574060212159,0,1,1
"10997",2014-11-25,757000,3,2.75,2610,11290,1,0,0,3,7,1630,980,1985,0,"98033",2570,9125,13.5371185324196,0,1,1
"10998",2014-07-23,335000,3,1.75,1400,7920,1,0,0,3,7,1400,0,1965,0,"98034",1310,7876,12.7218858108072,0,1,1
"10999",2014-07-01,660000,3,2,2570,28500,1,0,0,3,9,1970,600,1983,0,"98052",3070,32400,13.3999951140026,0,1,1
"11000",2015-04-17,540000,4,2.75,2830,7334,2,0,0,3,8,2830,0,2005,0,"98059",2830,7378,13.1993244185405,0,1,1
"11001",2014-10-10,320000,5,2.25,2630,8625,2,0,0,3,8,2630,0,1966,0,"98032",1880,8670,12.6760762747759,0,1,1
"11002",2015-04-21,280000,3,2.5,1580,7918,2,0,0,3,7,1580,0,1994,0,"98055",1650,7916,12.5425448821514,0,1,1
"11003",2014-07-23,324000,3,2,1540,10931,1,0,3,3,7,1540,0,1989,0,"98045",1570,10485,12.6884987947745,1,1,1
"11004",2014-05-20,3e+05,3,1,2120,7735,1,0,0,4,7,1060,1060,1967,0,"98059",1010,8570,12.6115377536383,0,1,1
"11005",2014-08-28,360000,3,1.75,1830,10000,2,0,0,4,7,1830,0,1913,1964,"98019",1480,10000,12.7938593104323,0,1,1
"11006",2014-06-23,6e+05,3,2.5,2260,10153,2,0,0,3,10,2260,0,1987,0,"98074",2740,10153,13.3046849341983,0,1,1
"11007",2014-05-30,950000,4,1.75,2500,92347,1,0,0,4,8,1500,1000,1970,0,"98040",3750,20267,13.7642172635767,0,1,1
"11008",2014-07-09,599950,3,3.25,1830,1804,3,0,0,3,8,1830,0,2014,0,"98117",1830,1804,13.3046015973925,0,1,1
"11009",2015-03-25,190000,4,1,1190,7920,1,0,0,3,6,890,300,1951,0,"98126",1140,7920,12.1547793511426,0,1,0
"11010",2015-03-30,350000,4,1.75,2310,9002,1,0,0,3,7,1780,530,1970,0,"98034",2090,8814,12.7656884334656,0,1,1
"11011",2015-04-10,522000,3,1,1230,4600,1.5,0,0,3,7,1230,0,1929,0,"98116",1230,4600,13.1654228668648,0,1,1
"11012",2015-03-18,850000,3,2.5,2940,10809,2,0,0,3,10,2940,0,1992,0,"98006",3090,10348,13.6529916284665,0,1,1
"11013",2014-06-30,308000,3,1,1010,8800,1,0,0,4,7,1010,0,1954,0,"98118",1400,4095,12.6378550619557,0,1,1
"11014",2014-12-02,1020000,6,2.25,2550,5000,2,0,0,4,7,2550,0,1907,0,"98117",1480,5000,13.8353131852605,0,1,1
"11015",2014-10-28,397500,3,1,1480,5100,1.5,0,0,3,7,1480,0,1938,1959,"98103",1300,5100,12.8929502130765,0,1,1
"11016",2015-01-27,186000,3,1.75,1460,7967,1,0,0,3,7,1040,420,1977,0,"98023",1460,6835,12.1335019526953,0,1,1
"11017",2014-06-20,436500,5,3,3110,12429,1,0,0,3,8,1790,1320,1977,0,"98011",3050,11902,12.9865436542618,0,1,1
"11018",2014-06-03,710000,3,2,2140,4923,1,0,0,4,8,1070,1070,1928,0,"98103",1470,4923,13.4730202490175,0,1,1
"11019",2015-01-14,1380000,5,3.25,3450,6360,2,0,0,5,9,1860,1590,1905,0,"98122",2310,5000,14.1375940571334,0,1,1
"11020",2015-04-28,450000,3,2.25,1960,10682,1,0,0,3,7,1960,0,1957,0,"98008",1540,10682,13.0170028617465,0,1,1
"11021",2015-01-21,375000,4,2.75,1890,5240,1,0,0,3,7,980,910,1981,0,"98106",1600,5240,12.8346813049525,0,1,1
"11022",2014-11-13,315000,2,1,2080,14659,1,0,0,3,7,1040,1040,1960,0,"98178",1920,15208,12.6603279178078,0,1,1
"11023",2015-02-13,467500,3,1,1700,4165,1.5,0,0,3,7,1700,0,1918,0,"98118",1400,4165,13.0551546277109,0,1,1
"11024",2015-02-27,330000,3,1,1140,7316,1,0,0,3,6,1140,0,1959,0,"98106",1140,7440,12.7068479334427,0,1,0
"11025",2014-07-25,665000,3,2.5,3136,54450,1.5,0,0,5,8,3136,0,1910,0,"98070",2300,54450,13.407542319638,0,1,1
"11026",2015-03-24,760000,4,3.25,2590,3889,3,0,0,3,9,2590,0,2013,0,"98007",2590,4062,13.5410737122625,0,1,1
"11027",2014-12-30,469000,3,1.75,1480,800,2,0,0,3,8,1000,480,2014,0,"98136",1480,1143,13.0583580474284,0,1,1
"11028",2014-08-13,408000,3,3,1500,1473,2,0,0,3,8,1120,380,2000,0,"98122",1720,1976,12.9190224533863,0,1,1
"11029",2014-10-03,851000,3,2.75,2660,10350,1,0,4,4,8,1330,1330,1971,0,"98008",2820,10043,13.6541674075555,1,1,1
"11030",2014-07-25,410000,2,2,1350,3926,1,0,0,3,8,1350,0,2007,0,"98053",1440,3926,12.9239124386805,0,1,1
"11031",2015-03-13,235000,2,1,860,10500,1,0,0,3,6,860,0,1943,0,"98024",950,10500,12.3673407931263,0,1,0
"11032",2014-08-28,207100,2,1,1000,4500,1,0,0,3,6,1000,0,1916,0,"98055",980,4837,12.2409570473837,0,1,0
"11033",2014-06-26,560000,4,2.5,2480,16360,1,0,0,5,7,1510,970,1959,0,"98028",1770,15205,13.2356920627113,0,1,1
"11034",2014-10-31,903000,3,2.75,3860,12786,2,0,0,4,10,3860,0,1984,0,"98006",2820,14636,13.7134778323991,0,1,1
"11035",2015-01-07,998500,3,1.75,2140,4800,2,0,0,3,8,1690,450,1905,0,"98112",2440,4800,13.814009431838,0,1,1
"11036",2014-07-30,268500,4,1.75,1820,13600,1.5,0,0,3,7,1120,700,1959,0,"98032",1810,11970,12.5006061929311,0,1,1
"11037",2014-10-15,494950,2,1.75,2220,33000,1,0,0,4,8,2220,0,1970,0,"98072",2220,33000,13.112212026348,0,1,1
"11038",2014-08-01,1130000,4,2.5,2660,11200,2,0,0,3,9,2660,0,1999,0,"98004",3290,11275,13.9377281906885,0,1,1
"11039",2014-11-18,250000,3,2,1470,12096,1,0,0,4,6,1470,0,1942,0,"98030",1470,10966,12.4292161968444,0,1,0
"11040",2015-03-20,449000,4,1.75,2350,54450,1,0,0,4,7,1250,1100,1971,0,"98027",2180,50529,13.0147781667244,0,1,1
"11041",2015-01-12,1230000,3,2.25,2980,7700,1,0,0,3,9,2530,450,1964,0,"98112",3020,8234,14.0225247273486,0,1,1
"11042",2015-03-17,325000,4,2,1870,7700,1,0,0,3,8,1870,0,1966,0,"98055",2270,8580,12.6915804613119,0,1,1
"11043",2014-06-15,506000,5,3,2430,8000,1,0,0,4,7,1370,1060,1957,0,"98008",1770,8000,13.1342919482696,0,1,1
"11044",2015-03-25,751000,4,2.5,2790,6538,2,0,0,3,9,2790,0,2003,0,"98027",2990,6538,13.5291609307463,0,1,1
"11045",2014-08-12,280000,3,2.5,1370,22326,2,0,0,3,7,1370,0,1993,0,"98045",1580,10920,12.5425448821514,0,1,1
"11046",2014-05-14,1120000,4,2.25,4470,60373,2,0,0,3,11,4470,0,1988,0,"98072",3210,40450,13.9288392432713,0,1,1
"11047",2014-09-19,580000,3,1.75,2040,81021,1,0,0,3,8,2040,0,1980,0,"98053",2260,39280,13.2707833825226,0,1,1
"11048",2015-04-23,665000,4,2.25,2340,5300,1,0,0,5,8,1700,640,1963,0,"98008",1890,8250,13.407542319638,0,1,1
"11049",2014-05-27,450000,4,2.5,2520,8515,2,0,0,3,7,2520,0,1999,0,"98019",2130,6930,13.0170028617465,0,1,1
"11050",2014-09-10,389900,4,1,1710,117176,1.5,0,0,4,6,1710,0,1942,0,"98055",1940,12223,12.8736455749707,0,1,0
"11051",2014-11-17,427000,3,1,1200,5252,1,0,0,3,7,1200,0,1962,0,"98007",1800,7920,12.9645392922108,0,1,1
"11052",2015-04-16,265000,3,1.75,1330,12618,1,0,3,3,7,1330,0,1983,0,"98188",1870,8429,12.4874851049684,1,1,1
"11053",2014-11-05,398000,3,1.5,1310,2996,2,0,0,3,7,1310,0,1998,0,"98144",1310,2997,12.8942072842666,0,1,1
"11054",2014-11-04,354000,6,3.5,3020,4500,2,0,0,3,7,3020,0,1941,1992,"98178",900,6000,12.7770521921159,0,1,1
"11055",2015-04-13,339950,4,2.5,2260,6086,2,0,0,3,8,2260,0,1999,0,"98030",2260,6218,12.7365538269546,0,1,1
"11056",2014-11-12,399000,2,1,790,4000,1,0,0,3,6,790,0,1948,0,"98115",990,5000,12.896716695872,0,1,0
"11057",2014-10-10,325000,2,2,970,5000,1,0,0,3,7,970,0,1983,0,"98034",1540,5000,12.6915804613119,0,1,1
"11058",2014-08-19,998800,3,2,2250,8000,1,0,2,4,9,2250,0,1955,0,"98177",2880,10960,13.8143098373878,0,1,1
"11059",2014-09-19,350000,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,0,"98144",1340,3700,12.7656884334656,0,1,1
"11060",2014-08-05,1e+06,4,1.75,1780,11436,1,0,0,5,9,1780,0,1967,0,"98004",2100,12052,13.8155105579643,0,1,1
"11061",2015-03-18,561000,3,2.5,2120,5277,2,0,0,3,7,2120,0,2005,0,"98053",2370,5257,13.2374761845048,0,1,1
"11062",2014-07-07,245000,2,1,1500,6685,1,0,0,3,7,1190,310,1926,0,"98133",1420,6561,12.4090134895269,0,1,1
"11063",2015-02-13,570000,2,1,1500,6685,1,0,0,3,7,1190,310,1926,0,"98133",1420,6561,13.2533916398107,0,1,1
"11064",2014-10-30,845000,4,3,2390,4000,1.5,0,0,5,8,1460,930,1931,0,"98103",1670,4000,13.6470919063393,0,1,1
"11065",2014-09-29,314500,4,2.5,2390,9600,2,0,0,3,7,2390,0,1996,0,"98010",1900,9603,12.6587393551226,0,1,1
"11066",2014-06-18,650000,3,1.75,2920,9370,1,0,0,4,8,1620,1300,1981,0,"98006",2890,9609,13.3847276418718,0,1,1
"11067",2015-05-06,298000,2,1,850,5000,1,0,0,3,5,850,0,1907,0,"98055",910,4815,12.6048487654875,0,1,0
"11068",2015-04-09,5e+05,2,1,930,3200,1,0,0,3,7,930,0,1904,0,"98122",1690,3840,13.1223633774043,0,1,1
"11069",2014-06-10,870000,4,2.5,3340,12248,2,0,1,3,9,2470,870,1998,0,"98126",2110,5679,13.6762484906308,0,1,1
"11070",2015-04-06,299000,2,1,710,6732,1,0,0,5,6,710,0,1942,0,"98126",710,6720,12.6081988523728,0,1,0
"11071",2014-08-12,527000,3,2.25,2240,6450,1,0,0,3,7,1440,800,1979,0,"98125",1390,6450,13.1749558275235,0,1,1
"11072",2014-11-06,420000,3,1,1060,7638,1,0,0,5,7,1060,0,1966,0,"98007",1470,8097,12.9480099902596,0,1,1
"11073",2015-02-12,290000,3,2.5,2360,8764,2,0,0,3,8,2360,0,1991,0,"98022",2360,8746,12.5776362019627,0,1,1
"11074",2014-10-15,1660000,4,2.75,3520,19200,1,1,4,4,9,1950,1570,1951,0,"98136",2450,7000,14.3223281603327,1,1,1
"11075",2014-08-15,499990,3,1.75,1730,9334,1,0,0,3,8,1220,510,1977,0,"98052",2020,10000,13.1223433772043,0,1,1
"11076",2014-10-27,315000,3,1.75,1170,4000,1,0,0,3,6,720,450,1943,2013,"98106",1130,4000,12.6603279178078,0,1,0
"11077",2014-10-20,425000,4,2.25,3680,26266,2,0,0,4,9,3680,0,1981,0,"98042",2340,19939,12.9598444479066,0,1,1
"11078",2015-02-17,630000,3,2.5,2900,46609,2,0,0,3,9,2900,0,1987,0,"98077",2570,42188,13.3534750983677,0,1,1
"11079",2014-11-18,365000,3,1.75,1290,7205,1.5,0,0,3,7,1290,0,1971,0,"98034",1340,7214,12.8076526325646,0,1,1
"11080",2014-11-06,774000,4,2.75,2010,7000,2,0,0,5,8,2010,0,1901,0,"98199",1420,4400,13.5593271525719,0,1,1
"11081",2015-04-06,368888,3,1.5,1490,12186,1,0,0,4,7,1490,0,1950,0,"98155",1180,14285,12.818248353915,0,1,1
"11082",2014-10-02,339500,4,2.5,1930,7862,2,0,0,3,7,1930,0,1994,0,"98038",1640,9145,12.7352292259809,0,1,1
"11083",2014-09-23,344950,4,1.75,2240,7500,1,0,0,4,7,1120,1120,1956,0,"98133",1440,7500,12.7511547579743,0,1,1
"11084",2014-11-12,450000,3,2,2320,17688,1,0,0,3,8,2320,0,1952,1994,"98166",1610,14482,13.0170028617465,0,1,1
"11085",2014-11-18,814950,4,2.75,2990,6626,2,0,0,3,9,2990,0,2014,0,"98052",2910,5533,13.6108820406478,0,1,1
"11086",2014-09-05,299900,4,2.5,2200,5730,2,0,0,3,8,2200,0,2003,0,"98042",2200,5772,12.6112043647371,0,1,1
"11087",2015-02-27,315000,3,2,1500,7828,1,0,0,4,7,1500,0,1967,0,"98058",1500,7700,12.6603279178078,0,1,1
"11088",2014-12-16,880000,3,1.75,3860,9000,1,0,2,3,9,1930,1930,1970,0,"98155",2960,9000,13.6876771864544,0,1,1
"11089",2014-12-29,195000,3,1.5,1430,5200,1,0,0,4,7,1030,400,1977,0,"98042",1190,5200,12.1807548375459,0,1,1
"11090",2014-12-08,910000,5,2.75,3750,8279,2,0,0,3,9,3750,0,2001,0,"98074",3450,8279,13.721199878493,0,1,1
"11091",2014-08-27,540000,5,2.5,3100,10189,2,0,0,3,8,3100,0,2002,0,"98019",2840,10189,13.1993244185405,0,1,1
"11092",2014-05-16,306000,3,2.5,1870,5874,2,0,0,3,7,1870,0,2005,0,"98042",2090,4060,12.6313403809345,0,1,1
"11093",2014-10-16,272000,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,0,"98023",2130,7200,12.5135573452781,0,1,1
"11094",2014-12-09,1300000,5,3.5,3700,8504,2,0,0,3,8,2750,950,1950,2014,"98105",2370,6246,14.0778748224318,0,1,1
"11095",2014-10-17,450000,3,1.75,3150,9258,1,0,1,3,8,2370,780,1970,0,"98027",2740,10274,13.0170028617465,0,1,1
"11096",2014-07-07,450000,3,2.5,1990,12793,2,0,0,3,8,1990,0,1993,0,"98028",2290,9035,13.0170028617465,0,1,1
"11097",2014-06-10,310000,4,1,1740,11075,1.5,0,0,3,7,1740,0,1965,0,"98133",1580,7684,12.6443275764613,0,1,1
"11098",2015-05-12,530000,2,2.25,2080,11285,1,0,0,4,8,1180,900,1954,0,"98042",2590,13048,13.1806322855283,0,1,1
"11099",2015-01-12,435000,4,2.5,2060,10125,2,0,0,4,7,1560,500,1979,0,"98028",1760,9876,12.9831013100708,0,1,1
"11100",2015-05-05,485000,3,2,1590,11222,1,0,0,4,7,1590,0,1948,0,"98177",2160,16300,13.0919041699196,0,1,1
"11101",2014-07-02,690000,3,1.5,1760,4000,2,0,0,3,8,1760,0,1922,0,"98102",1760,4000,13.4444468765734,0,1,1
"11102",2015-04-01,305000,4,2.5,1620,4000,2,0,0,3,7,1620,0,2008,0,"98038",1580,3780,12.6280670555895,0,1,1
"11103",2014-11-05,3e+05,3,1.75,1210,7000,1,0,0,3,7,1210,0,1975,0,"98058",1670,7000,12.6115377536383,0,1,1
"11104",2015-01-22,289950,4,3,2040,5050,1,0,0,3,8,1490,550,1993,0,"98092",2020,6118,12.5774637733046,0,1,1
"11105",2014-11-05,575000,3,2.5,2270,9600,2,0,0,3,9,2270,0,1990,0,"98011",2580,9617,13.2621253197795,0,1,1
"11106",2014-06-27,1820000,4,4.5,6640,53330,2,0,0,3,12,6640,0,1993,0,"98077",4620,68625,14.414347059053,0,1,1
"11107",2014-07-15,219000,3,1.5,1060,9600,1,0,0,4,7,1060,0,1962,0,"98023",1440,9600,12.2968270087986,0,1,1
"11108",2014-07-02,265000,4,3,1940,8170,1,0,0,4,7,1940,0,1948,0,"98155",1310,8169,12.4874851049684,0,1,1
"11109",2014-07-14,1110000,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,0,"98103",2070,5000,13.9198705732885,0,1,1
"11110",2015-03-09,2e+05,3,1,930,7590,1,0,0,3,6,820,110,1943,0,"98166",1220,7590,12.2060726455302,0,1,0
"11111",2015-04-24,545000,4,2.75,2180,8480,1,0,3,4,7,1210,970,1959,0,"98146",2240,8497,13.2085410736454,1,1,1
"11112",2015-03-19,378000,3,2.5,2130,8404,2,0,0,3,8,2130,0,1991,0,"98058",2130,8404,12.8426494746017,0,1,1
"11113",2015-03-26,388000,2,1.75,800,4800,1,0,0,4,6,800,0,1922,0,"98136",1090,5000,12.8687606186054,0,1,0
"11114",2014-11-26,425000,4,2.25,2200,8384,1,0,0,3,7,1250,950,1959,0,"98155",1750,8384,12.9598444479066,0,1,1
"11115",2014-07-07,536000,2,1.5,1130,746,2,0,0,3,8,1030,100,2009,0,"98107",1520,1519,13.1918894400529,0,1,1
"11116",2014-05-28,1180000,3,2.5,1970,23180,1,1,4,3,8,1100,870,1937,1998,"98136",3030,34689,13.9810249964418,1,1,1
"11117",2015-03-24,629950,3,2.5,1680,1620,2,0,0,3,9,1120,560,2014,0,"98119",1610,1618,13.3533957301388,0,1,1
"11118",2014-06-11,465000,4,1.75,1470,5350,1,0,0,3,7,980,490,1955,0,"98125",1970,6138,13.0497926845695,0,1,1
"11119",2014-08-27,545000,4,2.25,2390,40510,1,0,0,4,8,2390,0,1969,0,"98072",3200,36989,13.2085410736454,0,1,1
"11120",2015-01-28,592000,4,2.5,2300,11165,2,0,0,4,8,2300,0,1979,0,"98008",2170,11165,13.2912619138661,0,1,1
"11121",2014-08-18,446000,4,2,2280,43692,1,0,0,3,7,1140,1140,1957,1984,"98038",2580,37938,13.0080742310022,0,1,1
"11122",2014-07-16,375000,3,2.5,1330,816,3,0,0,3,8,1330,0,2004,0,"98117",1330,1113,12.8346813049525,0,1,1
"11123",2014-06-16,632500,5,2.5,2640,7096,2,0,0,3,7,2640,0,2003,0,"98053",2640,4850,13.3574354995838,0,1,1
"11124",2014-08-08,459950,4,1.75,2430,9747,1,0,0,3,8,1780,650,1974,0,"98155",2340,10296,13.0388730669053,0,1,1
"11125",2014-06-12,485000,4,2.5,2470,35073,2,0,0,3,9,2470,0,1989,0,"98092",2990,35259,13.0919041699196,0,1,1
"11126",2015-01-15,255000,3,1,1440,11330,1,0,0,3,7,1440,0,1965,0,"98168",1580,10100,12.4490188241406,0,1,1
"11127",2014-06-10,251750,3,2,1320,7200,1,0,0,5,7,1320,0,1975,0,"98031",1540,7200,12.4361918105808,0,1,1
"11128",2015-05-01,725000,3,2.5,2810,6300,2,0,0,3,8,2810,0,2001,0,"98074",2860,6630,13.4939269338368,0,1,1
"11129",2014-10-16,460000,3,3.25,1370,1194,3,0,0,3,8,1370,0,2005,0,"98107",1320,1217,13.0389817684653,0,1,1
"11130",2014-08-28,625000,3,2.5,2000,6341,1,0,0,5,8,1040,960,1981,0,"98116",2030,6341,13.3455069287185,0,1,1
"11131",2014-05-08,530000,3,1.75,1980,6760,1,0,0,4,8,1980,0,1973,0,"98008",2120,7280,13.1806322855283,0,1,1
"11132",2015-04-27,394950,3,2.5,2050,8172,2,0,0,3,8,2050,0,2002,0,"98168",2140,5664,12.8865144535926,0,1,1
"11133",2014-08-14,324950,4,1.75,2320,9240,1,0,0,3,7,1160,1160,1959,2014,"98178",2130,7320,12.6914266033225,0,1,1
"11134",2015-05-06,330000,3,2.25,1960,1985,2,0,0,3,7,1750,210,2003,0,"98118",1760,1985,12.7068479334427,0,1,1
"11135",2015-02-17,220000,4,1.75,1910,8171,1,0,0,3,7,1910,0,1986,0,"98030",1910,7542,12.3013828253345,0,1,1
"11136",2014-07-07,685000,3,3.25,2030,11070,2,0,0,4,8,2030,0,1980,0,"98052",2450,11070,13.4371741172444,0,1,1
"11137",2015-02-24,5e+05,3,2.25,2210,7680,1,0,2,3,8,1730,480,1972,0,"98177",2390,7680,13.1223633774043,0,1,1
"11138",2014-09-04,368000,4,2.75,2610,9426,1,0,0,3,7,1360,1250,1965,0,"98188",1600,9426,12.8158382171511,0,1,1
"11139",2014-11-03,825000,3,2.25,2520,7975,2,0,0,4,9,1550,970,1990,0,"98033",2520,9900,13.6231386653168,0,1,1
"11140",2014-06-16,660000,6,1.75,1840,2774,1,0,0,3,7,1060,780,1900,0,"98122",1680,4292,13.3999951140026,0,1,1
"11141",2014-09-29,253000,3,1.75,1570,7416,1,0,0,4,7,1570,0,1971,0,"98031",1900,7416,12.4411447677097,0,1,1
"11142",2015-03-07,392500,4,2.75,2400,19923,1,0,0,5,7,1320,1080,1953,0,"98042",2470,10736,12.8802918162046,0,1,1
"11143",2015-02-14,605000,3,1.75,1930,5400,2,0,2,3,9,1930,0,1978,0,"98177",2100,6840,13.312983737013,0,1,1
"11144",2014-05-15,215000,3,1,1160,10384,1,0,0,4,6,1160,0,1969,0,"98038",1200,9880,12.2783933071098,0,1,0
"11145",2014-09-25,650000,4,2.5,2820,15000,2,0,0,4,9,2820,0,1985,0,"98052",2440,15000,13.3847276418718,0,1,1
"11146",2015-02-19,877500,4,2,3060,8000,2,0,0,4,8,2040,1020,1922,0,"98144",2730,5800,13.6848322343222,0,1,1
"11147",2014-06-19,232500,3,1,1320,8450,1,0,0,3,6,880,440,1961,0,"98023",1320,8450,12.3566455040095,0,1,0
"11148",2014-12-02,234000,2,2,1200,3624,2,0,0,3,6,1200,0,2003,0,"98038",1360,2693,12.3630763943398,0,1,0
"11149",2015-04-13,380000,3,1.75,1560,104108,1,0,0,3,7,1250,310,1970,0,"98042",2000,110957,12.8479265317026,0,1,1
"11150",2014-09-16,420000,5,2.25,3070,64033,1,0,0,3,9,2730,340,1983,0,"98001",1560,28260,12.9480099902596,0,1,1
